timestamp,machine_id,vibration,temperature,pressure,acoustic,flow_rate,RUL,failure
2024-01-03 01:00:00,M1,0.465,71.47,85.7,41.99,30.81,42,0
2024-01-03 02:00:00,M1,0.569,72.88,104.37,53.51,30.87,41,0
2024-01-03 03:00:00,M1,0.539,69.57,106.45,51.95,33.48,40,0
2024-01-03 04:00:00,M1,0.61,74.16,109.15,46.21,27.95,39,0
2024-01-03 05:00:00,M1,0.33,73.44,101.93,48.83,28.56,38,0
2024-01-03 06:00:00,M1,0.464,76.75,94.51,43.83,30.65,37,0
2024-01-03 07:00:00,M1,0.39,86.49,121.25,49.91,29.99,36,0
2024-01-03 08:00:00,M1,0.357,71.66,85.79,51.46,34.52,35,0
2024-01-03 09:00:00,M1,0.378,77.42,108.85,45.26,27.53,34,0
2024-01-03 10:00:00,M1,0.604,79.15,107.69,51.31,28.01,33,0
2024-01-03 11:00:00,M1,0.476,65.0,114.87,51.96,33.09,32,0
2024-01-03 12:00:00,M1,0.677,66.31,89.18,51.44,33.98,31,0
2024-01-03 13:00:00,M1,0.359,72.64,104.72,45.99,27.76,30,0
2024-01-03 14:00:00,M1,0.601,75.32,92.46,49.32,34.4,29,0
2024-01-03 15:00:00,M1,0.559,78.49,115.09,47.42,27.81,28,0
2024-01-03 16:00:00,M1,0.556,77.97,90.55,47.48,29.11,27,0
2024-01-03 17:00:00,M1,0.291,86.96,101.83,49.44,34.02,26,0
2024-01-03 18:00:00,M1,0.484,79.5,98.98,42.6,26.12,25,0
2024-01-03 19:00:00,M1,0.497,76.3,112.82,51.64,31.86,24,0
2024-01-03 20:00:00,M1,0.381,78.62,89.24,49.96,28.01,23,0
2024-01-03 21:00:00,M1,0.607,73.73,80.04,57.23,23.46,22,0
2024-01-03 22:00:00,M1,0.348,72.19,90.97,50.33,32.13,21,0
2024-01-03 23:00:00,M1,0.591,73.22,95.57,48.1,34.23,20,0
2024-01-04 00:00:00,M1,0.433,69.96,96.56,48.06,24.22,19,0
2024-01-04 01:00:00,M1,0.276,77.56,83.53,38.19,31.6,18,0
2024-01-04 02:00:00,M1,0.381,69.27,97.54,48.15,28.74,17,0
2024-01-04 03:00:00,M1,0.556,78.67,84.24,49.94,27.84,16,0
2024-01-04 04:00:00,M1,0.642,78.0,101.32,43.86,31.49,15,0
2024-01-04 05:00:00,M1,0.589,73.56,84.97,47.87,29.22,14,0
2024-01-04 06:00:00,M1,0.644,75.54,103.37,45.53,31.29,13,0
2024-01-04 07:00:00,M1,0.546,76.17,86.96,47.15,31.29,12,0
2024-01-04 08:00:00,M1,0.498,76.74,111.65,39.42,28.37,11,0
2024-01-04 09:00:00,M1,0.573,76.32,98.88,45.69,37.5,10,0
2024-01-04 10:00:00,M1,0.428,77.49,109.36,43.49,33.82,9,0
2024-01-04 11:00:00,M1,0.427,80.0,109.56,57.84,26.36,8,0
2024-01-04 12:00:00,M1,0.52,68.3,109.25,49.48,27.92,7,0
2024-01-04 13:00:00,M1,0.614,74.86,97.33,55.51,30.03,6,0
2024-01-04 14:00:00,M1,0.302,80.18,87.67,52.98,30.18,5,0
2024-01-04 15:00:00,M1,0.382,76.18,99.28,50.14,34.96,4,0
2024-01-04 16:00:00,M1,0.582,75.23,92.09,55.77,28.63,3,0
2024-01-04 17:00:00,M1,0.652,65.94,95.35,62.24,35.92,2,0
2024-01-04 18:00:00,M1,0.546,67.86,99.08,48.51,33.46,1,0
2024-01-04 19:00:00,M1,0.603,75.49,92.21,55.28,36.15,0,1
2024-01-04 20:00:00,M1,0.513,78.41,112.28,44.54,29.87,90,0
2024-01-04 21:00:00,M1,0.409,80.09,88.37,50.37,30.92,89,0
2024-01-04 22:00:00,M1,0.406,77.75,107.9,44.96,27.94,88,0
2024-01-04 23:00:00,M1,0.46,75.36,77.84,42.46,28.16,87,0
2024-01-05 00:00:00,M1,0.415,79.61,93.55,56.15,29.66,86,0
2024-01-05 01:00:00,M1,0.676,85.61,82.54,53.17,32.09,85,0
2024-01-05 02:00:00,M1,0.702,74.19,106.51,55.54,37.32,84,0
2024-01-05 03:00:00,M1,0.465,77.15,86.68,47.8,29.79,83,0
2024-01-05 04:00:00,M1,0.319,71.24,107.29,44.61,25.9,82,0
2024-01-05 05:00:00,M1,0.494,79.98,91.2,52.84,38.46,81,0
2024-01-05 06:00:00,M1,0.732,70.66,101.71,43.32,35.35,80,0
2024-01-05 07:00:00,M1,0.721,75.46,95.64,48.25,32.77,79,0
2024-01-05 08:00:00,M1,0.617,67.5,108.04,42.76,27.03,78,0
2024-01-05 09:00:00,M1,0.377,67.53,84.69,57.18,26.95,77,0
2024-01-05 10:00:00,M1,0.459,70.96,80.49,46.07,26.89,76,0
2024-01-05 11:00:00,M1,0.782,72.07,129.61,41.58,36.59,75,0
2024-01-05 12:00:00,M1,0.484,72.4,97.27,51.98,36.86,74,0
2024-01-05 13:00:00,M1,0.619,81.52,113.14,58.53,32.79,73,0
2024-01-05 14:00:00,M1,0.464,69.03,94.68,45.04,38.54,72,0
2024-01-05 15:00:00,M1,0.572,75.7,94.94,51.12,38.1,71,0
2024-01-05 16:00:00,M1,0.539,78.79,86.4,55.13,27.57,70,0
2024-01-05 17:00:00,M1,0.481,65.73,80.43,54.28,27.54,69,0
2024-01-05 18:00:00,M1,0.428,73.68,99.06,55.1,32.37,68,0
2024-01-05 19:00:00,M1,0.416,69.04,91.69,57.24,29.46,67,0
2024-01-05 20:00:00,M1,0.549,78.05,103.05,44.22,29.74,66,0
2024-01-05 21:00:00,M1,0.596,81.24,111.26,54.81,26.48,65,0
2024-01-05 22:00:00,M1,0.46,70.35,109.81,44.24,30.37,64,0
2024-01-05 23:00:00,M1,0.465,78.99,98.04,43.37,29.14,63,0
2024-01-06 00:00:00,M1,0.433,85.83,107.99,49.88,34.53,62,0
2024-01-06 01:00:00,M1,0.51,63.54,99.71,51.05,30.42,61,0
2024-01-06 02:00:00,M1,0.558,76.08,97.99,63.51,22.57,60,0
2024-01-06 03:00:00,M1,0.434,75.28,97.75,50.01,26.66,59,0
2024-01-06 04:00:00,M1,0.331,83.27,81.85,45.85,35.91,58,0
2024-01-06 05:00:00,M1,0.437,69.22,110.47,50.61,34.14,57,0
2024-01-06 06:00:00,M1,0.622,74.81,99.56,49.49,25.76,56,0
2024-01-06 07:00:00,M1,0.494,84.78,108.53,51.04,24.62,55,0
2024-01-06 08:00:00,M1,0.511,72.19,73.51,54.88,26.91,54,0
2024-01-06 09:00:00,M1,0.536,73.8,107.35,48.18,28.69,53,0
2024-01-06 10:00:00,M1,0.599,70.69,93.83,47.36,32.62,52,0
2024-01-06 11:00:00,M1,0.529,73.38,115.81,52.0,31.97,51,0
2024-01-06 12:00:00,M1,0.577,72.65,92.93,42.95,32.63,50,0
2024-01-06 13:00:00,M1,0.604,57.89,116.28,57.12,28.71,49,0
2024-01-06 14:00:00,M1,0.673,81.11,102.43,54.65,31.42,48,0
2024-01-06 15:00:00,M1,0.426,74.25,103.79,42.01,29.87,47,0
2024-01-06 16:00:00,M1,0.452,76.43,104.11,52.08,29.51,46,0
2024-01-06 17:00:00,M1,0.452,80.98,88.9,43.5,31.11,45,0
2024-01-06 18:00:00,M1,0.371,74.29,101.03,56.36,35.82,44,0
2024-01-06 19:00:00,M1,0.511,76.39,105.27,43.99,30.07,43,0
2024-01-06 20:00:00,M1,0.675,77.39,117.89,57.08,34.83,42,0
2024-01-06 21:00:00,M1,0.609,83.35,109.1,44.32,34.62,41,0
2024-01-06 22:00:00,M1,0.312,68.21,104.33,51.21,23.03,40,0
2024-01-06 23:00:00,M1,0.534,73.78,96.8,55.02,30.98,39,0
2024-01-07 00:00:00,M1,0.352,73.03,100.38,52.72,33.35,38,0
2024-01-07 01:00:00,M1,0.509,74.73,121.58,49.83,33.7,37,0
2024-01-07 02:00:00,M1,0.518,79.82,113.84,47.42,32.49,36,0
2024-01-07 03:00:00,M1,0.503,73.47,111.18,49.28,30.55,35,0
2024-01-07 04:00:00,M1,0.598,72.36,122.34,47.92,29.58,34,0
2024-01-07 05:00:00,M1,0.503,74.02,103.31,47.81,31.75,33,0
2024-01-07 06:00:00,M1,0.699,72.81,94.62,58.54,29.53,32,0
2024-01-07 07:00:00,M1,0.624,82.13,106.98,53.62,33.43,31,0
2024-01-07 08:00:00,M1,0.609,72.72,102.63,47.91,32.41,30,0
2024-01-07 09:00:00,M1,0.615,63.91,109.97,53.71,28.72,29,0
2024-01-07 10:00:00,M1,0.473,75.39,108.98,38.93,34.03,28,0
2024-01-07 11:00:00,M1,0.394,75.4,122.3,46.07,28.0,27,0
2024-01-07 12:00:00,M1,0.473,78.77,104.34,45.62,27.66,26,0
2024-01-07 13:00:00,M1,0.497,80.5,105.58,46.66,28.54,25,0
2024-01-07 14:00:00,M1,0.487,86.99,91.63,47.89,28.95,24,0
2024-01-07 15:00:00,M1,0.603,78.73,100.85,52.51,29.69,23,0
2024-01-07 16:00:00,M1,0.504,74.95,97.0,49.7,28.42,22,0
2024-01-07 17:00:00,M1,0.445,78.92,97.13,45.6,27.4,21,0
2024-01-07 18:00:00,M1,0.55,67.05,106.55,49.88,25.72,20,0
2024-01-07 19:00:00,M1,0.618,77.21,97.16,46.38,33.12,19,0
2024-01-07 20:00:00,M1,0.464,76.35,108.89,41.93,32.83,18,0
2024-01-07 21:00:00,M1,0.671,71.39,113.41,56.12,28.54,17,0
2024-01-07 22:00:00,M1,0.605,72.89,99.66,50.56,27.92,16,0
2024-01-07 23:00:00,M1,0.518,71.77,97.0,61.38,31.62,15,0
2024-01-08 00:00:00,M1,0.519,81.34,106.73,55.31,31.36,14,0
2024-01-08 01:00:00,M1,0.386,67.96,95.81,37.29,28.68,13,0
2024-01-08 02:00:00,M1,0.543,77.13,91.25,44.14,29.24,12,0
2024-01-08 03:00:00,M1,0.645,79.82,99.27,50.61,29.52,11,0
2024-01-08 04:00:00,M1,0.457,77.9,117.91,48.62,29.23,10,0
2024-01-08 05:00:00,M1,0.558,64.35,97.7,53.51,26.88,9,0
2024-01-08 06:00:00,M1,0.486,78.18,90.65,49.86,30.12,8,0
2024-01-08 07:00:00,M1,0.44,75.81,122.17,52.21,25.35,7,0
2024-01-08 08:00:00,M1,0.499,81.78,93.45,56.11,31.64,6,0
2024-01-08 09:00:00,M1,0.618,74.87,111.29,52.33,33.78,5,0
2024-01-08 10:00:00,M1,0.426,72.55,107.21,54.47,28.49,4,0
2024-01-08 11:00:00,M1,0.436,76.29,114.24,50.57,28.64,3,0
2024-01-08 12:00:00,M1,0.576,77.7,101.56,56.14,26.48,2,0
2024-01-08 13:00:00,M1,0.329,63.9,98.35,40.15,30.86,1,0
2024-01-08 14:00:00,M1,0.516,73.16,101.12,47.27,32.2,0,1
2024-01-08 15:00:00,M1,0.418,72.53,102.12,53.89,37.15,52,0
2024-01-08 16:00:00,M1,0.489,71.8,82.41,51.75,29.75,51,0
2024-01-08 17:00:00,M1,0.333,77.33,102.24,44.6,28.15,50,0
2024-01-08 18:00:00,M1,0.432,73.37,108.83,50.14,32.51,49,0
2024-01-08 19:00:00,M1,0.381,78.16,110.26,49.0,32.82,48,0
2024-01-08 20:00:00,M1,0.483,72.99,98.14,48.63,29.79,47,0
2024-01-08 21:00:00,M1,0.578,78.06,87.06,55.57,29.73,46,0
2024-01-08 22:00:00,M1,0.385,64.97,104.72,55.43,31.17,45,0
2024-01-08 23:00:00,M1,0.5,69.07,98.66,45.95,30.53,44,0
2024-01-09 00:00:00,M1,0.428,74.8,104.71,50.17,28.23,43,0
2024-01-09 01:00:00,M1,0.387,68.29,101.25,57.16,32.39,42,0
2024-01-09 02:00:00,M1,0.485,80.73,111.38,51.23,25.77,41,0
2024-01-09 03:00:00,M1,0.295,76.51,118.89,50.53,33.54,40,0
2024-01-09 04:00:00,M1,0.561,77.48,101.5,50.76,31.79,39,0
2024-01-09 05:00:00,M1,0.504,81.65,108.27,46.85,28.82,38,0
2024-01-09 06:00:00,M1,0.511,79.7,94.89,44.02,32.02,37,0
2024-01-09 07:00:00,M1,0.502,66.14,84.63,49.57,31.31,36,0
2024-01-09 08:00:00,M1,0.587,68.02,77.39,48.4,33.98,35,0
2024-01-09 09:00:00,M1,0.3,69.8,99.14,44.95,24.13,34,0
2024-01-09 10:00:00,M1,0.559,81.66,107.46,51.31,28.18,33,0
2024-01-09 11:00:00,M1,0.607,84.54,92.86,51.44,30.42,32,0
2024-01-09 12:00:00,M1,0.391,71.5,92.65,48.56,35.14,31,0
2024-01-09 13:00:00,M1,0.519,82.18,91.4,51.78,27.07,30,0
2024-01-09 14:00:00,M1,0.48,78.08,102.87,51.21,27.94,29,0
2024-01-09 15:00:00,M1,0.448,62.86,105.84,51.58,28.74,28,0
2024-01-09 16:00:00,M1,0.635,83.04,110.25,50.78,33.23,27,0
2024-01-09 17:00:00,M1,0.533,76.87,103.11,50.79,31.23,26,0
2024-01-09 18:00:00,M1,0.632,74.8,91.32,48.17,30.71,25,0
2024-01-09 19:00:00,M1,0.446,80.17,87.6,49.63,26.19,24,0
2024-01-09 20:00:00,M1,0.668,83.16,109.1,49.67,25.25,23,0
2024-01-09 21:00:00,M1,0.428,80.37,113.41,56.21,31.32,22,0
2024-01-09 22:00:00,M1,0.402,74.7,84.03,47.32,32.22,21,0
2024-01-09 23:00:00,M1,0.364,72.05,107.19,57.69,30.25,20,0
2024-01-10 00:00:00,M1,0.432,74.09,91.74,48.67,33.01,19,0
2024-01-10 01:00:00,M1,0.475,71.56,95.9,50.8,31.16,18,0
2024-01-10 02:00:00,M1,0.533,79.09,100.63,41.53,32.82,17,0
2024-01-10 03:00:00,M1,0.63,77.91,91.92,45.62,33.2,16,0
2024-01-10 04:00:00,M1,0.599,81.27,88.48,49.94,32.04,15,0
2024-01-10 05:00:00,M1,0.591,83.36,102.26,44.89,24.41,14,0
2024-01-10 06:00:00,M1,0.464,73.79,101.23,53.73,27.95,13,0
2024-01-10 07:00:00,M1,0.456,73.07,113.41,53.99,31.63,12,0
2024-01-10 08:00:00,M1,0.588,70.17,72.62,49.54,28.75,11,0
2024-01-10 09:00:00,M1,0.508,69.68,89.26,49.06,28.66,10,0
2024-01-10 10:00:00,M1,0.457,75.23,91.02,44.49,28.02,9,0
2024-01-10 11:00:00,M1,0.517,78.37,80.57,50.28,30.22,8,0
2024-01-10 12:00:00,M1,0.616,66.45,112.15,44.64,30.6,7,0
2024-01-10 13:00:00,M1,0.582,77.64,93.81,51.29,30.5,6,0
2024-01-10 14:00:00,M1,0.364,78.23,86.58,49.64,34.27,5,0
2024-01-10 15:00:00,M1,0.612,80.47,80.88,52.12,28.28,4,0
2024-01-10 16:00:00,M1,0.304,76.56,104.45,51.93,24.54,3,0
2024-01-10 17:00:00,M1,0.671,76.65,115.04,54.86,31.8,2,0
2024-01-10 18:00:00,M1,0.451,83.44,91.31,57.34,29.57,1,0
2024-01-10 19:00:00,M1,0.515,77.96,108.94,55.63,29.92,0,1
2024-01-10 20:00:00,M1,0.314,83.02,94.19,45.79,31.05,71,0
2024-01-10 21:00:00,M1,0.274,75.83,103.59,51.88,26.35,70,0
2024-01-10 22:00:00,M1,0.548,86.21,100.76,49.92,30.67,69,0
2024-01-10 23:00:00,M1,0.454,79.52,111.36,58.15,30.87,68,0
2024-01-11 00:00:00,M1,0.58,76.28,84.15,46.45,31.8,67,0
2024-01-11 01:00:00,M1,0.39,73.47,95.41,54.77,28.12,66,0
2024-01-11 02:00:00,M1,0.392,65.38,104.96,57.79,33.58,65,0
2024-01-11 03:00:00,M1,0.451,76.28,101.07,46.76,33.13,64,0
2024-01-11 04:00:00,M1,0.533,69.91,102.54,48.0,29.62,63,0
2024-01-11 05:00:00,M1,0.478,74.81,95.13,42.05,31.8,62,0
2024-01-11 06:00:00,M1,0.514,72.26,97.41,53.13,29.2,61,0
2024-01-11 07:00:00,M1,0.519,79.29,107.3,47.67,31.03,60,0
2024-01-11 08:00:00,M1,0.465,79.04,105.63,48.67,28.32,59,0
2024-01-11 09:00:00,M1,0.609,74.47,115.98,56.51,31.52,58,0
2024-01-11 10:00:00,M1,0.474,72.51,106.21,41.4,27.96,57,0
2024-01-11 11:00:00,M1,0.493,78.73,101.38,53.29,25.67,56,0
2024-01-11 12:00:00,M1,0.571,68.61,86.6,47.53,24.65,55,0
2024-01-11 13:00:00,M1,0.591,83.6,108.76,52.68,32.53,54,0
2024-01-11 14:00:00,M1,0.52,71.63,109.97,57.29,31.57,53,0
2024-01-11 15:00:00,M1,0.642,64.65,113.13,52.54,29.42,52,0
2024-01-11 16:00:00,M1,0.58,80.27,100.35,40.27,30.09,51,0
2024-01-11 17:00:00,M1,0.358,74.61,102.08,47.42,34.25,50,0
2024-01-11 18:00:00,M1,0.389,81.44,102.26,52.52,28.51,49,0
2024-01-11 19:00:00,M1,0.566,85.09,92.2,53.41,30.13,48,0
2024-01-11 20:00:00,M1,0.716,75.8,107.8,50.23,30.03,47,0
2024-01-11 21:00:00,M1,0.448,76.36,103.47,46.66,31.67,46,0
2024-01-11 22:00:00,M1,0.575,71.2,91.56,61.07,31.66,45,0
2024-01-11 23:00:00,M1,0.597,72.21,105.82,46.57,24.32,44,0
2024-01-12 00:00:00,M1,0.462,71.64,77.51,39.18,27.34,43,0
2024-01-12 01:00:00,M1,0.326,70.24,97.67,53.98,27.41,42,0
2024-01-12 02:00:00,M1,0.419,75.77,97.23,45.48,30.52,41,0
2024-01-12 03:00:00,M1,0.487,76.25,103.51,50.12,33.32,40,0
2024-01-12 04:00:00,M1,0.543,66.95,104.66,46.39,29.19,39,0
2024-01-12 05:00:00,M1,0.485,75.5,107.04,50.55,32.67,38,0
2024-01-12 06:00:00,M1,0.455,78.26,102.82,51.07,27.91,37,0
2024-01-12 07:00:00,M1,0.335,72.04,112.36,54.45,25.87,36,0
2024-01-12 08:00:00,M1,0.46,81.16,116.83,44.34,34.51,35,0
2024-01-12 09:00:00,M1,0.54,70.55,93.5,42.35,30.76,34,0
2024-01-12 10:00:00,M1,0.497,73.4,98.11,43.6,27.62,33,0
2024-01-12 11:00:00,M1,0.442,87.46,93.85,45.48,25.14,32,0
2024-01-12 12:00:00,M1,0.512,77.07,99.48,57.48,30.07,31,0
2024-01-12 13:00:00,M1,0.577,67.81,104.81,44.44,26.82,30,0
2024-01-12 14:00:00,M1,0.29,73.84,83.69,52.46,30.31,29,0
2024-01-12 15:00:00,M1,0.476,70.17,107.11,50.99,28.83,28,0
2024-01-12 16:00:00,M1,0.496,73.96,108.19,47.76,24.49,27,0
2024-01-12 17:00:00,M1,0.404,81.98,97.4,52.5,26.86,26,0
2024-01-12 18:00:00,M1,0.465,76.15,101.02,53.63,27.12,25,0
2024-01-12 19:00:00,M1,0.376,75.65,85.26,44.98,29.54,24,0
2024-01-12 20:00:00,M1,0.447,76.66,109.98,51.86,27.95,23,0
2024-01-12 21:00:00,M1,0.506,74.64,101.42,55.48,27.77,22,0
2024-01-12 22:00:00,M1,0.607,73.08,119.9,48.18,34.38,21,0
2024-01-12 23:00:00,M1,0.408,70.97,104.09,41.03,31.34,20,0
2024-01-13 00:00:00,M1,0.409,76.05,90.22,44.4,33.36,19,0
2024-01-13 01:00:00,M1,0.508,71.08,114.72,53.16,26.19,18,0
2024-01-13 02:00:00,M1,0.427,80.86,107.64,52.93,26.4,17,0
2024-01-13 03:00:00,M1,0.316,71.5,84.74,45.65,29.26,16,0
2024-01-13 04:00:00,M1,0.391,66.29,108.23,49.1,25.2,15,0
2024-01-13 05:00:00,M1,0.405,79.19,97.71,46.35,30.31,14,0
2024-01-13 06:00:00,M1,0.642,76.73,82.58,50.33,28.42,13,0
2024-01-13 07:00:00,M1,0.588,67.02,103.78,51.21,33.95,12,0
2024-01-13 08:00:00,M1,0.46,79.93,92.75,52.43,31.65,11,0
2024-01-13 09:00:00,M1,0.603,78.58,90.04,46.96,27.99,10,0
2024-01-13 10:00:00,M1,0.583,74.6,93.91,48.95,34.8,9,0
2024-01-13 11:00:00,M1,0.674,67.71,80.6,61.43,32.78,8,0
2024-01-13 12:00:00,M1,0.281,74.39,110.69,44.69,30.79,7,0
2024-01-13 13:00:00,M1,0.443,73.85,86.52,49.17,33.84,6,0
2024-01-13 14:00:00,M1,0.477,76.41,107.32,50.95,25.6,5,0
2024-01-13 15:00:00,M1,0.341,76.55,113.39,57.77,22.38,4,0
2024-01-13 16:00:00,M1,0.545,82.94,102.25,46.71,27.14,3,0
2024-01-13 17:00:00,M1,0.348,78.5,87.16,60.13,35.03,2,0
2024-01-13 18:00:00,M1,0.411,70.4,91.22,51.86,31.39,1,0
2024-01-13 19:00:00,M1,0.658,72.25,90.35,44.79,29.98,0,1
2024-01-13 20:00:00,M1,0.513,86.85,109.45,51.93,29.63,10,0
2024-01-13 21:00:00,M1,0.516,83.21,102.88,46.3,21.52,9,0
2024-01-13 22:00:00,M1,0.771,83.73,97.69,53.33,30.81,8,0
2024-01-13 23:00:00,M1,0.492,83.96,100.73,49.26,35.62,7,0
2024-01-14 00:00:00,M1,0.368,77.38,108.98,54.68,30.67,6,0
2024-01-14 01:00:00,M1,0.416,71.99,108.72,45.78,33.09,5,0
2024-01-14 02:00:00,M1,0.476,79.76,96.3,44.24,29.46,4,0
2024-01-14 03:00:00,M1,0.308,68.74,89.62,48.26,28.43,3,0
2024-01-14 04:00:00,M1,0.413,76.66,97.81,59.07,27.59,2,0
2024-01-14 05:00:00,M1,0.366,81.78,111.1,52.1,28.06,1,0
2024-01-14 06:00:00,M1,0.561,77.67,78.71,56.04,31.01,0,1
2024-01-14 07:00:00,M1,0.58,76.83,108.69,44.76,36.25,129,0
2024-01-14 08:00:00,M1,0.492,79.51,105.94,44.7,31.73,128,0
2024-01-14 09:00:00,M1,0.374,79.87,88.54,53.86,27.52,127,0
2024-01-14 10:00:00,M1,0.565,71.7,84.01,48.27,28.33,126,0
2024-01-14 11:00:00,M1,0.516,70.55,88.57,57.35,28.93,125,0
2024-01-14 12:00:00,M1,0.51,77.4,112.08,50.03,22.41,124,0
2024-01-14 13:00:00,M1,0.512,74.67,101.33,37.14,26.93,123,0
2024-01-14 14:00:00,M1,0.5,71.13,103.04,37.16,30.83,122,0
2024-01-14 15:00:00,M1,0.455,70.6,91.15,47.6,33.65,121,0
2024-01-14 16:00:00,M1,0.459,73.1,85.47,46.94,32.22,120,0
2024-01-14 17:00:00,M1,0.389,79.74,109.37,49.43,34.38,119,0
2024-01-14 18:00:00,M1,0.675,70.04,100.63,49.04,33.32,118,0
2024-01-14 19:00:00,M1,0.391,72.46,102.8,34.52,22.61,117,0
2024-01-14 20:00:00,M1,0.508,81.64,88.44,46.01,30.38,116,0
2024-01-14 21:00:00,M1,0.618,70.43,100.79,51.67,31.14,115,0
2024-01-14 22:00:00,M1,0.379,67.87,91.1,60.0,28.36,114,0
2024-01-14 23:00:00,M1,0.562,83.83,86.92,49.14,29.01,113,0
2024-01-15 00:00:00,M1,0.569,75.71,87.23,58.82,29.1,112,0
2024-01-15 01:00:00,M1,0.526,71.05,86.86,52.0,34.32,111,0
2024-01-15 02:00:00,M1,0.403,71.09,112.11,49.01,31.52,110,0
2024-01-15 03:00:00,M1,0.429,65.67,103.23,52.86,29.24,109,0
2024-01-15 04:00:00,M1,0.514,81.06,107.92,52.13,27.65,108,0
2024-01-15 05:00:00,M1,0.555,82.19,111.33,55.34,27.87,107,0
2024-01-15 06:00:00,M1,0.552,75.31,96.92,53.82,26.05,106,0
2024-01-15 07:00:00,M1,0.599,69.74,88.09,49.89,33.84,105,0
2024-01-15 08:00:00,M1,0.502,71.98,107.07,56.46,25.94,104,0
2024-01-15 09:00:00,M1,0.475,70.42,100.48,38.29,30.29,103,0
2024-01-15 10:00:00,M1,0.298,70.0,102.45,47.31,28.25,102,0
2024-01-15 11:00:00,M1,0.446,82.27,83.61,55.71,34.9,101,0
